Name,Platform,HasGuide,HasPlatinum,Difficulty,TimeToComplete,HasOnlineTrophies,Genre,Release(US),Guide
100ft Robot Golf,PS4,False,False,n/a,n/a,n/a,Sports and Fitness,2016-10-06,https://www.playstationtrophies.org/game/robot-golf/guide/
11-11 Memories Retold,PS4,True,True,2,10,False,Adventure,2018-11-09,https://www.playstationtrophies.org/game/11-11-memories-retold/guide/
8-Bit Armies,PS4,False,True,n/a,n/a,n/a,Strategy,2018-09-21,https://www.playstationtrophies.org/game/8-bit-armies/guide/
A Bastard’s Tale,PS4,False,False,n/a,n/a,n/a,Action,2016-10-04,https://www.playstationtrophies.org/game/a-bastards-tale-na/guide/
A Boy and His Blob,PS4,True,False,3,12,False,Action Adventure,2016-01-19,https://www.playstationtrophies.org/game/a-boy-and-his-blob/guide/
ABZU,PS4,True,False,2,5,False,Adventure,2016-08-02,https://www.playstationtrophies.org/game/abzu/guide/
Aces of the Luftwaffe,PS4,True,False,6,10,False,Shmup,n/a,https://www.playstationtrophies.org/game/aces-of-the-luftwaffe/guide/
Act It Out! A Game Of Charades,PS4,True,False,1,1,False,Party,2016-01-12,https://www.playstationtrophies.org/game/act-it-out/guide/
Active Soccer 2 DX,PS4,False,False,n/a,n/a,n/a,Sports and Fitness,n/a,https://www.playstationtrophies.org/game/active-soccer-2-dx-na-ps4/guide/
Adam’s Venture: Origins,PS4,True,True,1,3,False,Adventure,2016-04-01,https://www.playstationtrophies.org/game/adams-venture-origins/guide/
ADR1FT,PS4,False,False,n/a,n/a,n/a,Action,2016-07-15,https://www.playstationtrophies.org/game/adrift/guide/
Adventure Time: Pirates of the Enchiridion,PS4,True,True,2,15,False,RPG Adventure,2018-07-17,https://www.playstationtrophies.org/game/adventure-time-pirates-of-the-enchiridion/guide/
Aegis of Earth: Protonovus Assault,PS4,False,True,n/a,n/a,n/a,Strategy,2016-03-15,https://www.playstationtrophies.org/game/aegis-of-earth-protonovus-assault-na/guide/
Agatha Christie - The ABC Murders,PS4,True,False,2,8,False,Adventure,2016-02-04,https://www.playstationtrophies.org/game/agatha-christie-the-abc-murders/guide/
Air Conflicts - Secret Wars,PS3,True,True,4,10,True,Action,2011-11-01,https://www.playstationtrophies.org/game/air-conflicts-secret-wars/guide/
Air Conflicts: Pacific Carriers,PS3,True,True,4,20,True,Action,n/a,https://www.playstationtrophies.org/game/air-conflicts-pacific-carriers/guide/
Air Conflicts: Vietnam,PS3,True,True,2,6,True,Action,n/a,https://www.playstationtrophies.org/game/air-conflicts-vietnam/guide/
Air Conflicts: Vietnam Ultimate Edition,PS4,False,True,n/a,n/a,n/a,Shooter Simulation,2014-06-26,https://www.playstationtrophies.org/game/air-conflicts-vietnam-ultimate-edition/guide/
AKIBA'S BEAT,PS4,False,True,n/a,n/a,n/a,RPG Action,2017-05-16,https://www.playstationtrophies.org/game/akibas-beat-na-ps4-vita/guide/
Akiba's Trip: Undead & Undressed,PS4,True,True,3,30,False,Adventure,2014-11-25,https://www.playstationtrophies.org/game/akibas-trip-2-ps4/guide/
Alchemic Jousts,PS4,False,True,n/a,n/a,n/a,Strategy,2016-11-22,https://www.playstationtrophies.org/game/alchemic-jousts/guide/
Alex Kidd in Miracle World,PS3(PSN),True,False,2,3,False,Action Platformer,2012-05-22,https://www.playstationtrophies.org/game/alex-kidd-in-miracle-world/guide/
Alienation,PS4,True,True,4,3,False,Action,2016-04-26,https://www.playstationtrophies.org/game/alienation/guide/
Alien Rage,PS3(PSN),True,False,5,12,False,Shooter,2013-10-22,https://www.playstationtrophies.org/game/alien-rage/guide/
Alien Spidy,PS3(PSN),False,False,n/a,n/a,n/a,Platformer,n/a,https://www.playstationtrophies.org/game/alien-spidy/guide/
All Zombies Must Die!,PS3(PSN),True,False,4,10,False,Action,2011-12-27,https://www.playstationtrophies.org/game/all-zombies-must-die/guide/
Alone in the Dark: Inferno,PS3,True,True,3,10,False,Action Action,2008-11-18,https://www.playstationtrophies.org/game/alone-in-the-dark-inferno/guide/
Altered Beast,PS3(PSN),True,False,2,2,True,Action,2011-09-20,https://www.playstationtrophies.org/game/altered-beast/guide/
Amazing Discoveries in Outer Space,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/amazing-discoveries-in-outer-space/guide/
Anarchy: Rush Hour,PS3(PSN),True,True,3,20,True,Racing,2010-03-25,https://www.playstationtrophies.org/game/anarchy-rush-hour/guide/
Anna Extended Edition,PS3(PSN),True,False,2,10,False,Adventure,2015-03-31,https://www.playstationtrophies.org/game/anna-extended-edition/guide/
Anodyne,PS4,False,False,n/a,n/a,n/a,Adventure,2018-09-18,https://www.playstationtrophies.org/game/anodyne/guide/
Anomaly 2,PS4,False,True,n/a,n/a,n/a,Strategy,2014-09-16,https://www.playstationtrophies.org/game/anomaly-2-ps4/guide/
Anomaly Warzone Earth,PS3(PSN),True,False,4,15,False,Strategy Action,2012-09-11,https://www.playstationtrophies.org/game/anomaly-warzone-earth/guide/
Another World: 20th Anniversary Edition,PS4,True,False,1,10,False,Adventure Puzzle and Word,2014-06-24,https://www.playstationtrophies.org/game/another-world-20th-anniversary-edition/guide/
APB Reloaded,PS4,False,False,n/a,n/a,n/a,Action RPG,n/a,https://www.playstationtrophies.org/game/apb-reloaded/guide/
Ape Escape 2,PS4,True,False,3,20,False,Action,n/a,https://www.playstationtrophies.org/game/ape-escape-2/guide/
Aqua Panic!,PS3(PSN),True,False,6,10,True,Puzzle and Word,2010-10-19,https://www.playstationtrophies.org/game/aquapanic/guide/
Ar Nosurge: Ode to an Unborn Star,PS3,True,True,3,50,False,RPG,n/a,https://www.playstationtrophies.org/game/ar-nosurge-umareizuru-hoshi-e-inoru-uta/guide/
Aragami,PS4,True,True,5,15,False,Action Adventure,2016-10-04,https://www.playstationtrophies.org/game/aragami/guide/
Arc the Lad: Twilight of the Spirits,PS4,True,True,4,75,False,RPG,2016-01-12,https://www.playstationtrophies.org/game/arc-the-lad/guide/
Arcana Heart 3,PS3(PSN),True,True,9,50,True,Fighting,2011-04-19,https://www.playstationtrophies.org/game/arcana-heart-3/guide/
Arcana Heart 3: LOVE MAX!!!!!,PS3,True,True,5,80,True,Fighting,2014-09-23,https://www.playstationtrophies.org/game/arcana-heart-3-love-max-ps3-na/guide/
ArcaniA - The Complete Tale,PS4,True,True,unknown,50,False,RPG,2015-05-29,https://www.playstationtrophies.org/game/arcania-the-complete-tale-ps4/guide/
Armageddon Riders,PS3(PSN),True,False,3,10,False,Racing Action,2011-06-03,https://www.playstationtrophies.org/game/armageddon-riders/guide/
Asdivine Hearts,PS4,True,False,3,35,False,RPG,2017-01-10,https://www.playstationtrophies.org/game/asdivine-hearts/guide/
Assault Suit Leynos,PS4,True,True,5,10,False,Shmup,2016-07-12,https://www.playstationtrophies.org/game/assault-suit-leynos-stack/guide/
Assetto Corsa,PS4,False,True,n/a,n/a,n/a,Racing,2016-08-30,https://www.playstationtrophies.org/game/assetto-corsa-na/guide/
Asura's Wrath,PS3,True,True,6,20,False,Action,2012-02-21,https://www.playstationtrophies.org/game/asuras-wrath/guide/
Atari Flashback Classics vol.1,PS4,True,True,6,30,False,n/a,n/a,https://www.playstationtrophies.org/game/atari-flashback-classics-vol-1/guide/
Atari Flashback Classics vol.2,PS4,True,True,7,30,False,n/a,n/a,https://www.playstationtrophies.org/game/atari-flashback-classics-vol-2/guide/
Atelier Ayesha: The Alchemist of Dusk,PS3,True,True,3,40,False,RPG,2013-03-05,https://www.playstationtrophies.org/game/atelier-ayesha-alchemist-of-dusk/guide/
Atelier Escha & Logy: The Alchemists of Dusk Sky,PS3,True,True,3,80,False,RPG,2014-03-11,https://www.playstationtrophies.org/game/atelier-escha-and-logy/guide/
Atelier Rorona Plus ~The Alchemist of Arland~ (PS3 & VIta),PS3,True,True,4,60,False,RPG,2014-06-24,https://www.playstationtrophies.org/game/atelier-rorona-plus/guide/
Atelier Shallie: Alchemists of the Dusk Sea,PS3,True,True,2,60,False,RPG,2015-03-10,https://www.playstationtrophies.org/game/atelier-shallie/guide/
Azkend 2: The World Beneath,PS4,False,False,n/a,n/a,n/a,Puzzle and Word,2016-05-03,https://www.playstationtrophies.org/game/azkend-2-ps4/guide/
Back to Bed,PS4,False,False,n/a,n/a,n/a,Puzzle and Word,2016-08-25,https://www.playstationtrophies.org/game/back-to-bed-na/guide/
Backgammon Blitz,PS4,True,False,1,5,True,Card and Board,2014-04-14,https://www.playstationtrophies.org/game/backgammon-blitz/guide/
Bard’s Gold,PS4,True,False,4,12,False,Action,n/a,https://www.playstationtrophies.org/game/bards-gold-na-eu-ps4/guide/
Baja: Edge of Control HD,PS4,False,True,n/a,n/a,n/a,Racing,2017-09-30,https://www.playstationtrophies.org/game/baja-edge-of-control-hd/guide/
Bang Bang Racing,PS3(PSN),True,False,4,15,False,Racing,2012-06-05,https://www.playstationtrophies.org/game/bang-bang-racing/guide/
Baseball Riot,PS4,True,False,6,5,False,Action Sports and Fitness,2016-01-19,https://www.playstationtrophies.org/game/baseball-riot/guide/
Batman: Arkham Asylum,PS3,True,True,5,35,False,Action,2009-08-25,https://www.playstationtrophies.org/game/batman-arkham-asylum/guide/
Batman: Arkham City,PS3,True,True,6,12,False,Action,2011-10-18,https://www.playstationtrophies.org/game/batman-arkham-city/guide/
Batman: Arkham Origins,PS3,True,True,7,40,False,Action Adventure,2013-10-25,https://www.playstationtrophies.org/game/batman-arkham-origins/guide/
Battalion Commander,PS4,False,False,n/a,n/a,n/a,Shmup,n/a,https://www.playstationtrophies.org/game/battalion-commander/guide/
Battle Chasers: Nightwar,PS4,True,True,2,90,False,RPG Adventure,2017-10-03,https://www.playstationtrophies.org/game/battle-chasers-nightwar/guide/
Battle Fantasia,PS3(PSN),True,True,9,40,True,Fighting,2009-12-22,https://www.playstationtrophies.org/game/battlefantasia/guide/
BATTLE OF TILES EX,PS3,False,True,n/a,n/a,n/a,RPG,n/a,https://www.playstationtrophies.org/game/battle-of-tiles-ex/guide/
Battle Princess of Arcadias,PS3,True,True,4,40,False,RPG,2014-06-17,https://www.playstationtrophies.org/game/battle-princess-of-arcadias/guide/
Battle Worlds: Kronos,PS4,False,True,n/a,n/a,n/a,Strategy,2016-04-26,https://www.playstationtrophies.org/game/battle-worlds-kronos/guide/
Battlefield 4,PS3,True,True,4,50,True,Shooter,2013-10-29,https://www.playstationtrophies.org/game/battlefield-4/guide/
Battlefield Hardline,PS3,True,True,3,100,True,Shooter,2015-03-17,https://www.playstationtrophies.org/game/battlefield-hardline-ps3/guide/
Bellator MMA Onslaught,PS3(PSN),True,False,1,6,True,Sports and Fitness Sports and Fitness,2012-07-03,https://www.playstationtrophies.org/game/bellator-mma-onslaught/guide/
Ben 10,PS4,True,True,3,8,False,Fighting,2017-11-14,https://www.playstationtrophies.org/game/ben-10/guide/
Bentley's Hackpack,PS3(PSN),True,False,3,20,False,Puzzle and Word,2013-02-05,https://www.playstationtrophies.org/game/bentleys-hackpack/guide/
Beyond: Two Souls,PS4,True,True,2,30,False,Adventure,2015-11-24,https://www.playstationtrophies.org/game/beyond-two-souls-ps4/guide/
Big Sky: Infinity,PS3(PSN),True,False,7,15,False,Shooter,2012-12-11,https://www.playstationtrophies.org/game/big-sky-infinity/guide/
Bionic Commando: Rearmed,PS3(PSN),True,False,9,6,False,Action Platformer,2008-08-13,https://www.playstationtrophies.org/game/bionic-commando-rearmed/guide/
Bionic Commando: Rearmed 2,PS3(PSN),True,False,4,6,False,Action Platformer,2011-02-01,https://www.playstationtrophies.org/game/bionic-commando-rearmed-2/guide/
Bioshock,PS3,True,True,2,35,False,Shooter,2008-10-17,https://www.playstationtrophies.org/game/bioshock/guide/
BioShock 2,PS3,True,True,5,30,False,Shooter,2010-02-09,https://www.playstationtrophies.org/game/bioshock-2/guide/
BioShock Infinite,PS3,True,True,6,25,False,Shooter,2013-03-26,https://www.playstationtrophies.org/game/bioshock-infinite/guide/
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,PS3(PSN),True,False,5,20,False,Music and Rhythm Music and Rhythm,2013-03-05,https://www.playstationtrophies.org/game/bit-trip-runner2/guide/
Black Knight Sword,PS3(PSN),False,False,n/a,n/a,n/a,Action,2012-12-12,https://www.playstationtrophies.org/game/black-knight-sword/guide/
Black Mirror,PS4,True,True,3,8,False,Adventure,2017-11-28,https://www.playstationtrophies.org/game/black-mirror/guide/
Bladestorm: Nightmare,PS4,True,True,5,150,False,Action,2015-03-17,https://www.playstationtrophies.org/game/bladestorm-nightmare-na-eu/guide/
Bladestorm: The Hundred Years War,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
BlazBlue: Calamity Trigger,PS3,True,True,6,25,True,Fighting,2009-07-30,https://www.playstationtrophies.org/game/blazblue/guide/
BlazBlue: Central Fiction,PS4,True,True,5,25,True,Fighting,2016-11-01,https://www.playstationtrophies.org/game/blazblue-central-fiction/guide/
BlazBlue: Chrono Phantasma,PS3,True,True,4,20,True,Fighting,2014-03-25,https://www.playstationtrophies.org/game/blazblue-chronophantasma/guide/
BlazBlue: Chrono Phantasma EXTEND,PS4,True,True,8,50,True,Fighting,2015-06-30,https://www.playstationtrophies.org/game/blazblue-chrono-phantasma-extend/guide/
BlazBlue: Continuum Shift Extend,PS3,True,True,5,5,True,Fighting,2012-02-14,https://www.playstationtrophies.org/game/blazblue-continuum-shift-extend/guide/
BlazeRush,PS4,True,False,3,10,True,Racing,n/a,https://www.playstationtrophies.org/game/blazerush-ps4/guide/
Bloodborne,PS4,True,True,7,50,False,Adventure,2015-03-24,https://www.playstationtrophies.org/game/bloodborne/guide/
Blood Bowl 2,PS4,True,True,3,50,True,Sports and Fitness Strategy,2015-09-15,https://www.playstationtrophies.org/game/blood-bowl-2/guide/
Blood Knights,PS3(PSN),True,False,1,5,False,Action Adventure,2013-11-19,https://www.playstationtrophies.org/game/blood-knights/guide/
BloodRayne: Betrayal,PS3(PSN),True,False,9,10,True,Action,2011-09-06,https://www.playstationtrophies.org/game/bloodrayne-betrayal/guide/
Bodycount,PS3,True,True,4,16,True,Shooter,2011-08-30,https://www.playstationtrophies.org/game/bodycount/guide/
Bokosuka Wars II,PS4,False,True,n/a,n/a,n/a,Strategy,n/a,https://www.playstationtrophies.org/game/bokosuka-wars-ii-na/guide/
Bolt,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Bomberman Ultra,PS3(PSN),True,False,2,6,True,Action,2009-06-11,https://www.playstationtrophies.org/game/bomberman-ultra/guide/
Bombing Busters,PS4,True,False,7,12,False,Action,n/a,https://www.playstationtrophies.org/game/bombing-busters-ps4-vita/guide/
Borderlands: The Pre-Sequel: The Handsome Collection,PS4,True,True,4,75,False,Shooter RPG,2015-03-24,https://www.playstationtrophies.org/game/borderlands-the-handsome-collection/guide/
Borderlands 2: The Handsome Collection,PS4,True,True,5,80,False,Shooter RPG,2015-03-24,https://www.playstationtrophies.org/game/borderlands-2-the-handsome-collection/guide/
Borderlands,PS3,True,True,3,8,False,Shooter RPG,2009-10-20,https://www.playstationtrophies.org/game/borderlands/guide/
Bound,PS4,False,True,n/a,n/a,n/a,Adventure,2016-08-16,https://www.playstationtrophies.org/game/bound/guide/
Bound by Flame,PS4,True,True,5,35,False,RPG,2014-05-09,https://www.playstationtrophies.org/game/bound-by-flame/guide/
Braid,PS3(PSN),True,False,6,5,False,Puzzle and Word Action,2009-11-12,https://www.playstationtrophies.org/game/braid/guide/
Disney Pixar's Brave: The Video Game,PS3,True,True,4,15,False,Action,2012-06-19,https://www.playstationtrophies.org/game/disney-pixars-brave-the-game/guide/
Brawlout,PS4,False,True,n/a,n/a,n/a,Fighting Action,2018-08-21,https://www.playstationtrophies.org/game/brawlout/guide/
Brick Breaker,PS4,False,False,n/a,n/a,n/a,Puzzle and Word,2016-04-26,https://www.playstationtrophies.org/game/brick-breaker/guide/
Bridge Constructor,PS4,True,True,3,20,False,Simulation,n/a,https://www.playstationtrophies.org/game/bridge-constructor/guide/
Brink,PS3,True,True,5,20,True,Shooter,2011-05-10,https://www.playstationtrophies.org/game/brink/guide/
Broken Age,PS4,True,True,3,15,False,Adventure,2015-04-28,https://www.playstationtrophies.org/game/broken-age-digital/guide/
Brothers: A Tale of Two Sons,PS4,True,False,2,5,False,Action,2015-08-11,https://www.playstationtrophies.org/game/brothers-a-tale-of-two-sons-ps4/guide/
BRUT@L,PS4,False,True,n/a,n/a,n/a,Action,2016-08-09,https://www.playstationtrophies.org/game/brutal/guide/
Bubsy: The Woolies Strike Back,PS4,True,False,3,6,False,Action,2017-10-31,https://www.playstationtrophies.org/game/bubsy-the-woolies-strike-back-na/guide/
Burn Zombie Burn!,PS3(PSN),True,False,8,100,False,Action,2009-03-26,https://www.playstationtrophies.org/game/burn-zombie-burn/guide/
Capcom Arcade Cabinet,PS3(PSN),True,False,9,50,False,Action,2013-02-19,https://www.playstationtrophies.org/game/capcom-arcade-cabinet/guide/
Carmageddon: Max Damage,PS4,True,True,3,4,True,Racing,2016-07-08,https://www.playstationtrophies.org/game/carmageddon-max-damage/guide/
Cars 2: The Video Game,PS3,True,True,3,12,False,Racing,2011-06-21,https://www.playstationtrophies.org/game/cars-2-the-video-game/guide/
Cars Race-O-Rama,PS3,True,True,2,10,False,Racing,2009-10-13,https://www.playstationtrophies.org/game/cars-race-o-rama/guide/
Cars: Mater-National Championship,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Cartoon Network Battle Crashers,PS4,False,False,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/cartoon-network-battle-crashers/guide/
Castle Invasion: Throne Out,PS4,True,False,3,10,False,Strategy,n/a,https://www.playstationtrophies.org/game/castle-invasion-throne-out-ps4-/guide/
Castlevania Harmony of Despair,PS3(PSN),True,False,7,40,True,Adventure,2011-09-27,https://www.playstationtrophies.org/game/castlevania-harmony-of-despair/guide/
Castlevania Lords of Shadow,PS3,True,True,5,3,False,Action,2010-10-05,https://www.playstationtrophies.org/game/castlevania-lords-of-shadow/guide/
Castlevania Lords of Shadow - Mirror of Fate HD,PS3(PSN),True,False,4,15,False,Action,2013-10-29,https://www.playstationtrophies.org/game/mirror-of-fate/guide/
Castlevania Lords of Shadow 2,PS3,True,True,7,20,False,Action,2014-02-25,https://www.playstationtrophies.org/game/castlevania-lords-of-shadow-2/guide/
Catherine,PS3,True,True,9,60,False,Adventure Puzzle and Word,2011-07-26,https://www.playstationtrophies.org/game/catherine/guide/
Cel Damage HD,PS3(PSN),True,False,2,3,False,Racing Shooter,2014-04-22,https://www.playstationtrophies.org/game/cel-damage-hd/guide/
Champion Jockey: G1 Jockey & Gallop Racer,PS3,False,True,n/a,n/a,n/a,Sports and Fitness,2011-11-08,https://www.playstationtrophies.org/game/champion-jockey-gallop-racer-and-g1-jockey-us/guide/
Chess Ultra,PS4,True,True,2,10,True,Card and Board,2017-06-21,https://www.playstationtrophies.org/game/chess-ultra/guide/
Chime Super Deluxe,PS3(PSN),True,False,9,15,False,Puzzle and Word,2011-03-29,https://www.playstationtrophies.org/game/chime-super-deluxe/guide/
Choplifter HD,PS3(PSN),True,False,6,12,True,Shooter,2012-01-10,https://www.playstationtrophies.org/game/choplifter-hd/guide/
Chronicles of Teddy: Harmony of Exidus,PS4,False,False,n/a,n/a,n/a,RPG,n/a,https://www.playstationtrophies.org/game/chronicles-of-teddy-harmony-of-exidus-na-eu/guide/
Cities: Skylines - PlayStation 4 Edition,PS4,True,True,3,150,False,Simulation,2017-08-15,https://www.playstationtrophies.org/game/cities-skylines-playstation-4-edition-na-eu/guide/
Class of Heroes 2G,PS3,False,True,n/a,n/a,n/a,RPG,n/a,https://www.playstationtrophies.org/game/class-of-heroes-2g-na/guide/
Clockwork Tales: Of Glass and Ink,PS4,True,True,1,6,False,Puzzle and Word,2016-11-29,https://www.playstationtrophies.org/game/clockwork-tales/guide/
Clouds & Sheep 2,PS4,True,False,1,8,True,Simulation,n/a,https://www.playstationtrophies.org/game/clouds-and-sheep-2/guide/
Comet Crash,PS3(PSN),True,False,3,10,False,Strategy,2009-04-02,https://www.playstationtrophies.org/game/comet-crash/guide/
Comix Zone,PS3(PSN),True,False,2,5,False,Action Platformer,2011-08-23,https://www.playstationtrophies.org/game/comix-zone/guide/
Control,PS4,True,True,4,20,False,Action,2019-08-27,https://www.playstationtrophies.org/game/control/guide/
Costume Quest 2,PS4,True,False,2,14,False,RPG,2014-10-28,https://www.playstationtrophies.org/game/costume-quest-2-ps4/guide/
Counter Spy,PS4,True,False,3,10,True,Action Shooter,2014-08-19,https://www.playstationtrophies.org/game/counterspy-ps4/guide/
Crash Commando,PS3(PSN),True,False,5,20,True,Shooter,2008-12-18,https://www.playstationtrophies.org/game/crash-commando/guide/
Crazy Taxi,PS3(PSN),True,False,4,6,False,Racing Action,2010-11-23,https://www.playstationtrophies.org/game/crazy-taxi/guide/
Crimsonland,PS4,True,False,9,30,False,Shooter,2014-07-15,https://www.playstationtrophies.org/game/crimsonland-ps4/guide/
Critter Crunch,PS3(PSN),True,False,7,30,True,Puzzle and Word,2009-10-08,https://www.playstationtrophies.org/game/critter-crunch/guide/
Croixleur Sigma,PS4,False,True,n/a,n/a,n/a,Action,n/a,https://www.playstationtrophies.org/game/croixleur-sigma/guide/
Cuboid,PS3(PSN),True,False,3,8,True,Puzzle and Word,2009-01-08,https://www.playstationtrophies.org/game/cuboid/guide/
Damnation,PS3,True,True,4,25,False,Shooter,2009-05-26,https://www.playstationtrophies.org/game/damnation/guide/
Dandara,PS4,False,True,n/a,n/a,n/a,Action Adventure,2018-02-06,https://www.playstationtrophies.org/game/dandara-na/guide/
Danger Zone,PS4,True,False,3,10,False,Action,2017-05-30,https://www.playstationtrophies.org/game/danger-zone/guide/
Dangerous Golf,PS4,False,True,n/a,n/a,n/a,Sports and Fitness,n/a,https://www.playstationtrophies.org/game/dangerous-golf/guide/
DARK ARCANA: THE CARNIVAL,PS4,True,True,1,8,False,Adventure,2017-06-27,https://www.playstationtrophies.org/game/dark-arcana-the-carnival/guide/
Dark Cloud,PS4,True,True,4,8,False,RPG,2015-12-05,https://www.playstationtrophies.org/game/dark-cloud/guide/
Dark Cloud 2,PS4,True,True,6,100,False,RPG,2016-01-19,https://www.playstationtrophies.org/game/dark-cloud-2/guide/
Dark Rose Valkyrie,PS4,False,True,n/a,n/a,n/a,RPG,2017-06-06,https://www.playstationtrophies.org/game/dark-rose-valkyrie-na-and-eu/guide/
Dark Sector,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Dark Void,PS3,True,True,4,15,False,Action Shooter,2010-01-12,https://www.playstationtrophies.org/game/dark-void/guide/
Darksiders: Warmastered Edition,PS4,True,True,4,30,False,Action Adventure,2016-11-22,https://www.playstationtrophies.org/game/darksiders-warmastered-edition/guide/
Darksiders II: Deathinitive Edition,PS4,True,True,4,50,False,Action,2015-10-27,https://www.playstationtrophies.org/game/darksiders-2-deathinitive-edition/guide/
Darkstalkers Resurrection,PS3(PSN),True,False,9,10,True,FIghting,2013-03-12,https://www.playstationtrophies.org/game/darkstalkers-resurrection/guide/
Desert Child,PS4,False,True,n/a,n/a,n/a,Racing,2018-12-11,https://www.playstationtrophies.org/game/desert-child/guide/
Day of the Tentacle Remastered,PS4,True,True,1,5,False,Adventure,2016-03-22,https://www.playstationtrophies.org/game/day-of-the-tentacle-remastered/guide/
de Blob,PS4,False,True,n/a,n/a,n/a,Action Adventure,2017-11-14,https://www.playstationtrophies.org/game/de-blob-ps4/guide/
de Blob 2,PS3,True,True,4,30,False,Adventure,2011-02-22,https://www.playstationtrophies.org/game/de-blob-2-ps3/guide/
Dead Island: Definitive Edition,PS4,True,True,5,7,True,RPG Action,2016-05-31,https://www.playstationtrophies.org/game/dead-island-ps4/guide/
Dead Island Retro Revenge,PS4,True,False,7,8,False,Action,n/a,https://www.playstationtrophies.org/game/dead-island-retro-revenge/guide/
Dead Island Riptide,PS3,True,True,3,25,True,Action,2013-04-23,https://www.playstationtrophies.org/game/dead-island-riptide/guide/
Dead Nation: Apocalypse Edition,PS4,True,True,6,20,True,Shooter,2014-03-04,https://www.playstationtrophies.org/game/dead-nation-apocalypse-edition/guide/
Dead or Alive 5: Last Round,PS4,True,True,4,20,True,Fighting,2015-02-17,https://www.playstationtrophies.org/game/dead-or-alive-5-last-round/guide/
Dead Space 3,PS3,True,True,3,50,True,Action Shooter,2013-02-05,https://www.playstationtrophies.org/game/dead-space-3/guide/
Dead to Rights: Retribution,PS3,True,True,5,15,False,Shooter,2010-04-27,https://www.playstationtrophies.org/game/dead-to-rights-retribution/guide/
Deadlight Director's Cut,PS4,True,True,7,20,False,Action,2016-06-21,https://www.playstationtrophies.org/game/deadlight-directors-cut/guide/
Death Track: Resurrection,PS3(PSN),True,True,9,30,True,Racing,2010-06-08,https://www.playstationtrophies.org/game/death-track-resurrection/guide/
Deadliest Warrior: Legends,PS3(PSN),True,False,7,12,True,Fighting,2011-07-26,https://www.playstationtrophies.org/game/deadliest-warrior-legends/guide/
Deadliest Warrior: The Game,PS3(PSN),True,False,6,12,True,Fighting,2010-10-05,https://www.playstationtrophies.org/game/deadliest-warrior-the-game/guide/
Deception IV: The Nightmare Princess,PS4,True,True,7,60,True,RPG,2015-07-14,https://www.playstationtrophies.org/game/deception-4-the-nightmare-princess-old/guide/
Deception IV: Blood Ties,PS3,True,True,9,100,True,Action,2014-03-25,https://www.playstationtrophies.org/game/deception-iv-blood-ties-na/guide/
Defense Grid 2,PS4,True,True,2,20,False,Strategy,n/a,https://www.playstationtrophies.org/game/defense-grid-2/guide/
Derrick the Deathfin,PS3(PSN),True,False,3,5,False,Action,2012-10-09,https://www.playstationtrophies.org/game/derrick-the-deathfin/guide/
Destroy All Humans!,PS4,False,True,n/a,n/a,n/a,Action Shooter,2016-10-18,https://www.playstationtrophies.org/game/destroy-all-humans/guide/
Destroy All Humans! 2,PS4,False,True,n/a,n/a,n/a,Action Shooter,2016-11-29,https://www.playstationtrophies.org/game/destroy-all-humans-2/guide/
.detuned,PS3(PSN),True,False,1,1,False,Music and Rhythm,2009-10-15,https://www.playstationtrophies.org/game/detuned/guide/
Devil May Cry 4,PS3(no_trophies),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Devil May Cry,PS3,True,True,8,20,False,Action,2012-04-03,https://www.playstationtrophies.org/game/devil-may-cry-ps3/guide/
Devil May Cry 2,PS3,True,True,5,25,False,Action,2012-04-03,https://www.playstationtrophies.org/game/devil-may-cry-2-ps3/guide/
Devil May Cry 3,PS3,True,True,9,35,False,Action,2012-04-03,https://www.playstationtrophies.org/game/devil-may-cry-3-ps3/guide/
DiRT 4,PS4,True,True,4,50,True,Racing,2017-06-06,https://www.playstationtrophies.org/game/dirt-4/guide/
DiRT Rally,PS4,True,True,8,50,True,Racing,2016-04-05,https://www.playstationtrophies.org/game/dirt-rally/guide/
Disgaea 3: Absence of Justice,PS3,True,True,8,100,False,RPG Strategy,2008-08-26,https://www.playstationtrophies.org/game/disgaea-3/guide/
Disgaea 4: A Promise Unforgotten,PS3,True,True,7,175,False,RPG Strategy,2011-09-03,https://www.playstationtrophies.org/game/disgaea-4-a-promise-unforgotten/guide/
Disgaea 5: Alliance of Vengeance,PS4,True,True,unknown,150,False,RPG,2015-10-06,https://www.playstationtrophies.org/game/disgaea-5-na/guide/
Disgaea D2: A Brighter Darkness,PS3,True,True,5,100,False,RPG Strategy,2013-10-08,https://www.playstationtrophies.org/game/disgaea-d2-na/guide/
Dishonored,PS3,True,True,5,20,False,Action,2012-10-09,https://www.playstationtrophies.org/game/dishonored/guide/
